"","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","RISK_Adjustment","TARGET_Adjusted"
"7055229",31,"Government","College","Absent","Service",104913.34,"Male",0,40,0,0
"7055740",45,"Consultant","College","Absent","Service",47118.62,"Male",0,55,0,0
"7073624",59,"Private","HSgrad","Divorced","Blue_Collar",149446.38,"Female",0,40,0,0
"7074934",22,"Private","College","Absent","White_Collar",137941.07,"Male",0,25,0,0
"7080792",46,"Private","Bachelor","Married","Professional",45933.25,"Male",0,70,0,0
"7082414",34,"Private","Bachelor","Married","Professional",46006.17,"Male",0,40,10620,1
"7097995",18,"Private","College","Absent","Service",142608.4,"Female",0,35,0,0
"7100876",27,"Private","College","Divorced","Service",31081.8,"Female",0,40,0,0
"7102499",69,"Consultant","Pre_HS","Absent","Blue_Collar",174177.99,"Male",0,10,0,0
"7104569",29,"Private","HSgrad","Married","Blue_Collar",25774.62,"Male",0,40,0,0
"7104855",55,"Private","Bachelor","Married","Professional",24932.3,"Male",0,40,8050,1
"7109081",46,"Private","Bachelor","Absent","White_Collar",99540.11,"Female",0,40,0,0
"7109281",38,"Consultant","HSgrad","Married","Blue_Collar",19394.14,"Male",0,60,0,0
"7118305",23,"Private","College","Absent","Service",199505.89,"Male",0,25,0,0
"7119182",54,"Private","Pre_HS","Married","Service",148034.34,"Female",0,40,0,1
"7121867",45,"Consultant","Bachelor","Married","Service",30255.32,"Male",0,40,6945,1
"7125445",43,"Consultant","Bachelor","Married","Blue_Collar",33763.1,"Male",0,40,7821,1
"7131765",27,"Private","HSgrad","Married","Blue_Collar",31663.72,"Male",0,40,0,0
"7136501",46,"Private","College","Married","White_Collar",291625.9,"Female",0,40,7976,1
"7137194",20,"SelfEmp_Other","HSgrad","Absent","Blue_Collar",36037.58,"Female",0,30,0,0
"7138368",22,"Consultant","Bachelor","Absent","Professional",212377.87,"Male",0,20,0,0
"7138727",50,"SelfEmp_Other","Bachelor","Married","Professional",32009.01,"Male",0,60,15024,1
"7143275",36,"Private","HSgrad","Married","Blue_Collar",24877.03,"Male",0,60,0,0
"7144854",44,"Private","Bachelor","Absent","Professional",65309.11,"Female",0,35,0,0
"7145188",29,"Private","HSgrad","Married","Service",40994.99,"Male",0,60,0,0
"7147460",29,"Private","HSgrad","Married","Blue_Collar",29511.31,"Male",0,50,0,0
"7149254",51,"Private","Bachelor","Divorced","White_Collar",99435.1,"Male",0,50,0,0
"7150665",28,"Government","Bachelor","Married","Service",39495.41,"Male",0,42,3532,1
"7151071",59,"SelfEmp_Other","College","Married","Blue_Collar",30614.87,"Male",0,40,0,0
"7152020",18,"Private","HSgrad","Absent","Blue_Collar",79100.58,"Male",0,40,0,0
"7157004",18,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",109723.67,"Male",0,36,0,0
"7159199",42,"Private","Pre_HS","Married","Service",54238.97,"Male",0,50,0,0
"7162515",39,"Private","HSgrad","Married","Service",36839.34,"Male",0,40,0,1
"7168241",24,"Private","HSgrad","Absent","Blue_Collar",65928.98,"Male",0,40,0,0
"7169195",40,"Consultant","College","Married","Professional",17863.06,"Male",0,70,99999,1
"7174548",66,"SelfEmp_Other","HSgrad","Married","Other_Unknown",35298.69,"Male",0,18,0,0
"7174595",47,"Private","HSgrad","Married","White_Collar",61082.19,"Male",0,40,6553,1
"7174671",18,"Private","Pre_HS","Absent","Service",98383.87,"Male",0,18,0,0
"7185566",40,"Private","Bachelor","Married","White_Collar",187945.04,"Female",0,40,0,0
"7188002",24,"Private","College","Absent","Blue_Collar",26120.47,"Male",0,40,0,0
"7193522",18,"Private","HSgrad","Absent","Service",174654.15,"Female",0,25,0,0
"7195179",36,"Private","HSgrad","Absent","White_Collar",194147.03,"Female",0,40,0,0
"7205430",43,"Private","College","Married","Blue_Collar",24511.78,"Male",0,99,0,0
"7210178",47,"Private","College","Married","Service",30374.41,"Male",0,26,0,0
"7217272",44,"Government","College","Married","Professional",22095.2,"Male",0,48,0,0
"7217367",53,"Government","College","Absent","Service",76997.19,"Female",0,40,0,0
"7219320",25,"SelfEmp_Other","Bachelor","Married","Other_Unknown",46429.12,"Male",0,60,0,0
"7222784",26,"Private","HSgrad","Absent","Blue_Collar",115213.1,"Male",0,40,0,0
"7225445",44,"Consultant","College","Divorced","White_Collar",68879.14,"Female",0,40,0,0
"7225919",29,"Private","HSgrad","Married","Blue_Collar",210653.92,"Female",0,40,0,0
"7233476",28,"Private","Bachelor","Absent","Service",38866.78,"Female",1320,35,0,0
"7235367",47,"Consultant","Pre_HS","Married","Service",32283.21,"Male",0,20,0,0
"7236518",27,"Private","Pre_HS","Married","Service",16442.12,"Male",0,45,0,0
"7237688",54,"Private","Bachelor","Divorced","Professional",111806.83,"Male",893.3333333,40,0,0
"7241845",31,"Private","HSgrad","Married","Blue_Collar",19547.6,"Male",0,40,4572,1
"7241865",49,"Government","College","Married","Blue_Collar",36021.23,"Male",0,40,0,0
"7243607",57,"Consultant","HSgrad","Married","Service",28827.9,"Male",0,60,0,0
"7244045",81,"Consultant","HSgrad","Married","White_Collar",34614.18,"Male",0,30,0,0
"7249029",37,"Private","Bachelor","Unmarried","Service",39308.87,"Male",0,70,0,0
"7259543",34,"Government","College","Married","Blue_Collar",62334.04,"Male",1160,40,0,0
"7265762",34,"Consultant","College","Married","Professional",354356.88,"Female",0,25,13355,1
"7266311",32,"Private","College","Absent","Blue_Collar",65824.46,"Male",0,55,0,0
"7268127",31,"Private","College","Absent","Blue_Collar",124130.16,"Male",0,42,0,0
"7269447",41,"Government","Bachelor","Married","White_Collar",27753.37,"Male",1848,40,3293,1
"7269552",21,"Private","HSgrad","Absent","Blue_Collar",243862.28,"Male",0,36,0,0
"7272049",19,"Private","HSgrad","Absent","White_Collar",151313.3,"Female",0,25,0,0
"7273459",61,"SelfEmp_Other","College","Married","Other_Unknown",74899.13,"Male",0,30,99999,1
"7276340",39,"Private","Pre_HS","Married","Blue_Collar",38183.12,"Male",0,35,0,0
"7282622",41,"Private","Bachelor","Divorced","Service",140899.75,"Male",0,40,0,0
"7283069",61,"Private","College","Absent","Service",203401.76,"Male",0,16,0,0
"7286892",24,"SelfEmp_Other","Bachelor","Absent","Other_Unknown",34151.9,"Female",0,40,0,0
"7289449",41,"Private","HSgrad","Unmarried","Blue_Collar",77925.68,"Male",0,40,0,0
"7293366",28,"Government","Bachelor","Absent","White_Collar",95210.3,"Male",0,40,0,0
"7295772",41,"Private","HSgrad","Married","Service",32964.61,"Male",0,45,0,0
"7301119",65,"Private","Bachelor","Divorced","Professional",80894.68,"Male",0,40,0,0
"7301486",57,"Private","College","Absent","Blue_Collar",122460.76,"Male",0,40,0,0
"7302632",54,"Private","College","Married","Blue_Collar",45751.88,"Male",0,40,0,0
"7316220",18,"Private","Pre_HS","Absent","Blue_Collar",90012.47,"Male",0,18,0,0
"7326188",30,"Private","HSgrad","Absent","Blue_Collar",102081.85,"Male",0,44,0,0
"7327994",60,"Private","Pre_HS","Married","Blue_Collar",247476.53,"Female",0,40,0,0
"7332459",32,"Private","Bachelor","Married","White_Collar",61766.3,"Male",0,55,9023,1
"7337814",54,"Private","College","Married","Service",5301.23,"Male",0,38,15024,1
"7338092",53,"Private","HSgrad","Divorced","Service",252025.95,"Female",0,35,0,0
"7343010",56,"Private","Pre_HS","Absent","White_Collar",45542.3,"Male",0,40,0,0
"7349138",34,"Government","HSgrad","Absent","Service",28364,"Male",0,40,0,0
"7359532",27,"Private","College","Absent","Service",80795.43,"Female",0,30,0,0
"7359673",18,"Private","Pre_HS","Absent","White_Collar",34914.62,"Female",0,30,0,0
"7360828",20,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",126005.37,"Female",0,20,0,0
"7364017",41,"Government","Bachelor","Absent","Professional",173409.55,"Female",0,35,0,0
"7364201",21,"Private","College","Absent","White_Collar",164901.74,"Male",0,40,0,0
"7365093",20,"Government","College","Absent","White_Collar",143458.2,"Female",0,40,0,0
"7366290",68,"Consultant","HSgrad","Married","Blue_Collar",16250.15,"Male",0,45,0,0
"7367336",42,"Private","College","Married","White_Collar",28449.38,"Male",0,40,4385,1
"7374615",47,"Private","HSgrad","Unmarried","Professional",209330.06,"Female",0,40,0,0
"7389747",39,"Private","Bachelor","Absent","White_Collar",28472.93,"Male",0,40,0,0
"7390233",35,"Private","HSgrad","Unmarried","Service",57337.88,"Male",0,50,0,0
"7391275",18,"Private","HSgrad","Absent","Service",233575.14,"Female",0,24,0,0
"7395861",45,"SelfEmp_Other","Pre_HS","Married","Blue_Collar",52650.6,"Male",0,40,1083,1
"7403264",38,"Government","Bachelor","Divorced","White_Collar",68740.66,"Female",0,40,0,0
"7414277",34,"Private","HSgrad","Absent","Service",114444.64,"Male",0,40,0,0
"7422638",19,"Private","College","Absent","Service",153227.35,"Male",0,8,0,0
"7423390",55,"Private","College","Married","Service",56010.67,"Male",0,40,5486,1
"7433018",24,"Private","HSgrad","Married","Blue_Collar",56339.72,"Male",0,50,0,0
"7434560",48,"Private","HSgrad","Married","Service",42018.75,"Male",0,45,0,0
"7439452",57,"SelfEmp_Other","HSgrad","Married","Other_Unknown",26957.36,"Male",0,60,0,0
"7440283",61,"Private","HSgrad","Widowed","White_Collar",70465.25,"Female",0,40,0,0
"7451499",48,"Private","Pre_HS","Divorced","Service",87539.7,"Female",0,31,0,0
"7452500",23,"Consultant","HSgrad","Absent","Service",30045.28,"Male",0,40,0,0
"7455833",26,"Private","HSgrad","Absent","Blue_Collar",206381.36,"Male",0,40,0,0
"7459731",32,"Private","HSgrad","Absent","Blue_Collar",132792.04,"Female",0,45,0,0
"7461816",33,"SelfEmp_Other","Pre_HS","Divorced","Other_Unknown",137801.39,"Male",0,53,0,0
"7476540",42,"Private","HSgrad","Unmarried","Service",267843.59,"Female",0,25,0,0
"7481047",47,"Government","College","Married","White_Collar",17357.59,"Male",0,38,14026,1
"7488134",45,"Government","Bachelor","Absent","Professional",54304.38,"Female",0,40,0,0
"7488473",45,"SelfEmp_Other","HSgrad","Widowed","Other_Unknown",119448.83,"Female",0,38,0,0
"7498193",29,"Private","HSgrad","Divorced","Service",112370.96,"Female",0,40,0,0
"7500338",26,"Government","HSgrad","Absent","White_Collar",42159.58,"Female",0,40,0,0
"7501430",43,"Private","HSgrad","Married","Service",14387.48,"Male",0,60,0,0
"7502026",37,"Private","HSgrad","Divorced","Blue_Collar",122630.3,"Female",0,32,0,0
"7502930",39,"Private","Bachelor","Married","Professional",50729.09,"Male",0,50,0,1
"7509431",30,"Private","HSgrad","Married","Service",51135.68,"Male",0,40,0,0
"7516885",42,"Private","Bachelor","Absent","Service",34061.72,"Male",0,50,10520,1
"7522837",59,"Private","College","Married","Blue_Collar",41927.58,"Male",0,40,0,0
"7540496",35,"SelfEmp_Other","HSgrad","Married","Service",45725.31,"Male",0,60,0,0
"7547024",46,"Private","Bachelor","Married","White_Collar",20933.41,"Male",1902,50,11409,1
"7547102",20,"Private","College","Absent","White_Collar",139851.93,"Female",0,20,0,0
"7549346",58,"Private","College","Married","Service",34827.24,"Male",1887,40,5554,1
"7558814",25,"Government","College","Absent","Blue_Collar",167025.01,"Male",0,40,0,0
"7565097",25,"Private","College","Absent","White_Collar",40121.65,"Male",0,40,0,0
"7567290",33,"Private","HSgrad","Married","Service",51170.79,"Male",0,40,0,0
"7567708",23,"Private","Bachelor","Absent","Professional",70436.56,"Male",0,40,0,0
"7567947",27,"Private","HSgrad","Married","Blue_Collar",19421.23,"Male",0,40,0,0
"7572880",38,"Government","College","Divorced","White_Collar",77851.75,"Female",0,45,0,0
"7573552",53,"Private","Pre_HS","Divorced","Service",55820.76,"Female",0,36,0,0
"7573914",25,"Private","Bachelor","Absent","Service",82791.04,"Female",1250.666667,40,0,0
"7578258",46,"Private","Pre_HS","Married","Service",6469.39,"Male",0,40,0,0
"7579532",17,"SelfEmp_Other","Pre_HS","Absent","Blue_Collar",97728.98,"Male",0,40,0,0
"7582617",51,"Private","College","Married","Blue_Collar",70373.5,"Male",0,40,10753,1
"7584056",56,"Government","College","Unmarried","Service",121064.39,"Male",0,40,0,0
"7592464",39,"Private","HSgrad","Married","Service",261593.85,"Female",0,40,0,0
"7606776",25,"Government","College","Absent","Blue_Collar",71150.2,"Male",0,20,0,0
"7609967",32,"Private","Pre_HS","Married","Blue_Collar",27584.13,"Male",0,40,0,0
"7614013",25,"Private","College","Married","Service",38306.26,"Male",0,44,1413,1
"7614878",21,"Private","HSgrad","Absent","Blue_Collar",118942.87,"Male",0,40,0,0
"7617242",47,"Private","Bachelor","Married","White_Collar",40638.29,"Male",0,44,7298,1
"7617517",61,"Consultant","HSgrad","Widowed","Service",81250.19,"Female",0,40,0,0
"7618649",59,"Private","Bachelor","Married","White_Collar",53336.36,"Male",1977,50,0,1
"7621163",35,"Private","HSgrad","Absent","Service",175176.75,"Male",0,40,0,0
"7624681",62,"SelfEmp_Other","Bachelor","Married","Other_Unknown",38844.68,"Male",0,50,0,0
"7625568",23,"Private","College","Absent","White_Collar",72222.2,"Female",0,35,0,0
"7627468",29,"Private","College","Absent","Professional",260192.76,"Male",0,50,0,0
"7628291",37,"Private","HSgrad","Absent","Service",62936.81,"Male",0,44,0,0
"7629748",26,"Private","Bachelor","Married","White_Collar",253612.7,"Female",0,45,13440,1
"7631109",56,"Consultant","HSgrad","Married","Blue_Collar",48466.38,"Male",0,55,0,0
"7634782",39,"Private","College","Unmarried","White_Collar",240251.41,"Female",0,40,0,0
"7636676",40,"Consultant","HSgrad","Married","Blue_Collar",66292.07,"Male",0,70,1639,1
"7639062",47,"Government","College","Married","Blue_Collar",14665.52,"Male",0,40,5810,1
"7647301",42,"Private","College","Absent","Service",103966.05,"Male",0,40,0,0
"7652383",32,"Private","College","Divorced","White_Collar",143377.9,"Female",0,42,0,0
"7655395",28,"Private","HSgrad","Married","Blue_Collar",52831.47,"Male",0,40,0,0
"7665547",26,"Private","College","Married","White_Collar",155720.99,"Female",0,35,0,0
"7665943",28,"Private","Bachelor","Absent","White_Collar",62975.92,"Female",0,30,0,0
"7666025",46,"Government","HSgrad","Divorced","White_Collar",95639.76,"Male",0,40,0,0
"7669483",24,"Private","HSgrad","Absent","Blue_Collar",106737.31,"Male",0,40,0,0
"7672445",20,"Private","HSgrad","Absent","Blue_Collar",254079.71,"Male",0,40,0,0
"7676170",23,"Private","College","Absent","Service",56311.93,"Male",0,40,0,0
"7677175",25,"Private","HSgrad","Absent","White_Collar",130201.98,"Male",0,50,0,0
"7680276",29,"Private","HSgrad","Married","Service",132856.27,"Male",0,40,0,0
"7680633",23,"Government","College","Absent","White_Collar",152543.64,"Female",0,40,0,0
"7680634",44,"Consultant","HSgrad","Divorced","Service",100000.66,"Male",0,60,0,0
"7687979",42,"Private","College","Absent","Blue_Collar",94864.3,"Male",0,45,0,0
"7709204",38,"Consultant","College","Married","Service",69478.37,"Male",0,40,0,0
"7725708",57,"Private","Bachelor","Married","Service",21281.7,"Male",0,40,0,0
"7729462",18,"Private","College","Absent","Service",112692.93,"Female",0,24,0,0
"7729542",22,"Private","College","Absent","White_Collar",184332.59,"Male",0,22,0,0
"7730086",23,"Private","Bachelor","Absent","Service",67374.54,"Male",0,40,0,0
"7734044",53,"Private","Bachelor","Married","Professional",25820.54,"Male",0,52,0,1
"7742994",47,"Private","HSgrad","Married","Blue_Collar",19109.03,"Male",0,40,1750,1
"7743640",48,"Private","HSgrad","Married","Service",33183.44,"Male",0,55,0,1
"7744632",64,"Private","Bachelor","Married","Professional",15211.52,"Male",0,60,9172,1
"7749515",17,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",174482.12,"Male",0,40,0,0
"7754389",33,"Consultant","HSgrad","Married","Blue_Collar",29177.56,"Male",0,40,0,0
"7756891",37,"Private","Bachelor","Married","Professional",4824.34,"Male",0,50,7688,1
"7757815",33,"Private","Pre_HS","Absent","Service",59588.77,"Male",0,43,0,0
"7763890",35,"Private","HSgrad","Married","Service",17666.7,"Male",0,50,0,0
"7765906",35,"Private","College","Absent","White_Collar",131926.03,"Female",0,40,0,0
"7766032",68,"SelfEmp_Other","HSgrad","Married","Other_Unknown",44746.05,"Male",0,15,0,0
"7768490",29,"Private","HSgrad","Absent","Blue_Collar",40068.93,"Male",0,50,0,0
"7774421",52,"Private","College","Divorced","White_Collar",80043.25,"Male",0,60,0,0
"7777422",46,"Private","HSgrad","Divorced","White_Collar",137081.84,"Male",0,44,0,0
"7778844",57,"Government","Pre_HS","Divorced","Service",26974.36,"Male",0,40,0,0
"7780828",56,"Private","HSgrad","Married","Service",35286.3,"Male",0,44,469,1
"7781346",21,"Private","College","Absent","White_Collar",63338.33,"Male",0,45,0,0
"7786568",33,"Private","HSgrad","Married","Service",41124.17,"Male",0,16,0,0
"7787609",42,"Private","Bachelor","Married","White_Collar",63215.29,"Male",2415,60,6142,1
"7797438",26,"Private","HSgrad","Married","White_Collar",56002.4,"Male",0,40,0,0
"7809386",24,"Private","HSgrad","Divorced","Blue_Collar",110008.09,"Male",0,40,0,0
"7811862",36,"Private","HSgrad","Absent","Service",99389.9,"Male",0,40,0,0
"7816411",31,"Private","Pre_HS","Absent","Service",64071.23,"Male",0,50,0,0
"7818142",25,"Private","HSgrad","Unmarried","Blue_Collar",150471.56,"Male",0,40,0,0
"7823899",47,"Private","College","Widowed","Professional",93634.6,"Female",0,40,0,0
"7835443",47,"Private","Pre_HS","Married","Blue_Collar",14925.85,"Male",0,40,0,0
"7848840",33,"Private","Bachelor","Unmarried","Professional",72762.3,"Female",0,40,0,0
"7852813",39,"Private","HSgrad","Married","White_Collar",209639.84,"Female",0,40,18355,1
"7858910",43,"Consultant","College","Divorced","White_Collar",100084.83,"Male",0,25,0,0
"7858973",35,"Private","College","Married","White_Collar",40415.76,"Male",0,50,7298,1
"7861154",40,"Private","College","Married","Blue_Collar",21246.65,"Male",0,50,7298,1
"7871983",55,"Government","Bachelor","Absent","Professional",60766.47,"Female",0,45,0,0
"7872583",17,"Private","Pre_HS","Absent","Service",233409.77,"Male",0,30,0,0
"7876026",27,"Private","HSgrad","Married","Blue_Collar",16294.82,"Male",0,50,16646,1
"7878061",55,"Private","College","Divorced","White_Collar",300567.65,"Female",0,20,0,0
"7883318",28,"Private","Bachelor","Absent","Service",51433.26,"Female",0,50,0,0
"7889877",32,"Private","Bachelor","Divorced","White_Collar",110297.69,"Female",0,40,0,0
"7894906",37,"Private","Bachelor","Married","Service",210851.71,"Female",0,40,247,1
"7896143",32,"Government","Bachelor","Divorced","White_Collar",68317.22,"Female",0,40,0,0
"7900499",31,"SelfEmp_Other","HSgrad","Absent","Blue_Collar",16438.72,"Male",0,44,0,0
"7900859",22,"SelfEmp_Other","College","Absent","Other_Unknown",118931.27,"Male",0,20,0,0
"7909494",60,"Private","College","Widowed","Blue_Collar",23892.12,"Female",0,30,0,0
"7930005",43,"Private","Bachelor","Widowed","Professional",19841.6,"Female",0,37,0,0
"7930929",66,"SelfEmp_Other","College","Widowed","Other_Unknown",242869.91,"Female",2904,40,0,0
"7930941",54,"Private","College","Divorced","White_Collar",63596.65,"Female",0,40,0,0
"7931340",33,"Private","HSgrad","Divorced","White_Collar",303961.49,"Female",0,40,0,0
"7933477",64,"Government","College","Unmarried","Professional",53105.64,"Female",0,40,0,1
"7942955",24,"Private","College","Absent","Service",40712.44,"Male",0,45,0,0
"7959188",25,"Private","Bachelor","Absent","Professional",25238.23,"Female",0,40,0,0
"7961013",42,"Private","HSgrad","Married","Blue_Collar",22883.66,"Male",0,50,7789,1
"7966678",21,"Government","College","Absent","White_Collar",103450.75,"Male",0,40,0,0
"7968099",36,"Private","HSgrad","Divorced","White_Collar",121314.79,"Female",0,40,0,0
"7968368",23,"Private","College","Absent","Blue_Collar",182471.48,"Male",0,25,0,0
"7976226",46,"Consultant","HSgrad","Married","Professional",68114.69,"Male",0,60,0,0
"7980942",27,"Private","Pre_HS","Absent","Service",31669.08,"Male",0,35,0,0
"7982978",55,"Private","College","Divorced","Blue_Collar",52738.91,"Male",0,40,0,0
"7992402",43,"Private","HSgrad","Married","Blue_Collar",31786.89,"Male",0,40,0,0
"7995202",58,"Consultant","Bachelor","Married","White_Collar",45803.18,"Male",0,50,0,0
"8004039",31,"Government","HSgrad","Married","Service",54288.61,"Male",0,48,0,0
"8006173",34,"Consultant","Bachelor","Married","Service",42289.78,"Male",0,55,0,0
"8007348",72,"SelfEmp_Other","College","Married","Other_Unknown",34487.91,"Male",0,40,3740,1
"8011935",53,"Private","HSgrad","Married","Service",22446.29,"Male",0,60,0,0
"8017094",31,"Private","College","Married","Blue_Collar",59196,"Male",0,55,0,0
"8018392",49,"SelfEmp_Other","HSgrad","Married","Blue_Collar",11703.44,"Male",0,40,0,0
"8020488",30,"Private","HSgrad","Married","Blue_Collar",58729.5,"Male",0,40,0,0
"8024550",45,"Private","College","Married","Blue_Collar",17868.72,"Male",0,40,0,0
"8034654",23,"Private","Pre_HS","Absent","Blue_Collar",81443.06,"Male",0,55,0,0
"8037825",17,"Private","Pre_HS","Absent","Blue_Collar",80669.22,"Male",0,10,0,0
"8037832",28,"Private","Bachelor","Married","White_Collar",38719.04,"Male",0,45,0,0
"8039738",60,"SelfEmp_Other","Bachelor","Married","Other_Unknown",59091.77,"Male",0,8,4352,1
"8055839",34,"Consultant","HSgrad","Married","Service",15710.66,"Male",0,35,0,0
"8057673",37,"Private","College","Married","Service",14412.91,"Male",0,40,0,1
"8058692",52,"Private","HSgrad","Divorced","Service",91631.97,"Male",0,40,0,0
"8059398",35,"Private","HSgrad","Divorced","Service",81222.6,"Female",0,40,0,0
"8060914",42,"Private","Bachelor","Married","White_Collar",38065.64,"Male",0,40,7688,1
"8063024",43,"Government","Bachelor","Married","Professional",20245.04,"Male",0,40,15024,1
"8068483",57,"Private","Bachelor","Married","Professional",9908.42,"Male",0,40,7298,1
"8083202",59,"Government","Bachelor","Married","Professional",32407.59,"Male",0,50,0,0
"8086976",29,"Government","Bachelor","Married","Professional",42315.24,"Male",0,20,0,0
"8087752",37,"Government","HSgrad","Divorced","White_Collar",165293.02,"Female",0,35,0,0
"8088738",52,"Private","Pre_HS","Married","Service",25276.19,"Male",0,30,3305,1
"8089214",43,"Private","Bachelor","Unmarried","Service",10647.09,"Male",0,40,0,0
"8090516",26,"Private","Pre_HS","Absent","Blue_Collar",154079.71,"Male",0,40,0,0
"8093655",53,"Private","HSgrad","Married","White_Collar",34590.96,"Male",0,45,0,0
"8095545",51,"Private","Bachelor","Married","White_Collar",23800.98,"Male",1887,47,112243,1
"8096767",29,"Private","Pre_HS","Absent","White_Collar",84248.29,"Female",0,40,0,0
"8097576",20,"Private","College","Absent","Service",25358.05,"Male",0,40,0,0
"8100828",36,"Private","HSgrad","Absent","Blue_Collar",80958.09,"Male",0,30,0,0
"8101919",32,"Consultant","HSgrad","Married","Blue_Collar",13173.25,"Male",0,45,0,0
"8106491",42,"Private","HSgrad","Divorced","White_Collar",71600.25,"Female",0,40,0,0
"8116036",18,"SelfEmp_Other","HSgrad","Absent","Other_Unknown",200908.22,"Female",0,20,0,0
"8123449",37,"Private","Bachelor","Married","White_Collar",39093.3,"Male",0,50,2856,1
"8124109",57,"Government","Bachelor","Married","White_Collar",34700.45,"Male",0,40,15024,1
"8133370",64,"Private","Pre_HS","Married","Service",17142.5,"Male",0,40,0,0
"8137063",67,"Government","HSgrad","Divorced","Service",80081.26,"Male",0,20,0,0
"8140648",34,"Private","HSgrad","Absent","Blue_Collar",201033.48,"Male",0,40,0,0
"8141596",44,"Private","Bachelor","Married","White_Collar",20924.33,"Male",0,45,15024,1
"8142846",32,"Government","HSgrad","Married","Service",35745.96,"Male",0,43,0,0
"8154747",20,"SelfEmp_Other","College","Absent","Other_Unknown",109853.44,"Male",0,40,0,0
"8156756",25,"Consultant","Pre_HS","Absent","Blue_Collar",74054.02,"Male",0,15,0,0
"8157495",60,"Private","Pre_HS","Divorced","Blue_Collar",345263.49,"Female",0,40,0,0
"8161040",19,"Private","College","Absent","Service",101145.88,"Female",0,30,0,0
"8165976",38,"Private","HSgrad","Married","Blue_Collar",39979.2,"Male",0,65,9245,1
"8168783",22,"Private","HSgrad","Absent","White_Collar",99136.05,"Female",0,40,0,0
"8172716",51,"SelfEmp_Other","College","Divorced","Professional",48110.95,"Male",0,60,27828,1
"8174004",63,"Private","HSgrad","Married","Service",44979.07,"Male",0,35,0,0
"8180215",39,"Private","College","Married","White_Collar",421075.3,"Female",0,25,0,1
"8181245",31,"Private","HSgrad","Absent","Service",191779.35,"Female",0,20,0,0
"8182397",30,"Private","Bachelor","Absent","Service",116063,"Male",0,40,5623,1
"8182945",47,"Private","HSgrad","Married","White_Collar",22161.44,"Male",0,50,7489,1
"8183160",32,"Government","College","Married","Service",40578.25,"Male",0,40,0,0
"8187549",30,"Private","College","Absent","Blue_Collar",188614.92,"Male",0,45,0,0
"8202083",51,"Private","College","Married","Service",26439.28,"Male",0,45,5178,1
"8208471",26,"Private","College","Married","Service",42713.56,"Male",0,40,0,0
"8211774",50,"SelfEmp_Other","Bachelor","Absent","Professional",103977.33,"Male",0,50,0,0
"8217729",34,"Private","HSgrad","Married","White_Collar",23817.5,"Male",0,40,0,0
"8220167",45,"Government","College","Married","White_Collar",22778.96,"Male",0,40,8446,1
"8223188",24,"Private","HSgrad","Absent","Service",223001.87,"Male",0,40,0,0
"8229099",33,"Private","HSgrad","Married","Service",18669.58,"Male",0,40,0,0
"8232152",20,"Private","HSgrad","Absent","Blue_Collar",23209.3,"Male",0,40,0,0
"8232668",66,"Private","HSgrad","Married","Blue_Collar",21798.6,"Male",0,10,0,0
"8235516",31,"Consultant","College","Married","White_Collar",52742.7,"Male",0,50,0,0
"8246256",60,"Private","College","Married","White_Collar",46689.99,"Male",0,40,982,1
"8253605",37,"Government","HSgrad","Married","White_Collar",27784.15,"Male",0,40,10752,1
"8254141",24,"Private","Pre_HS","Absent","Blue_Collar",75883.25,"Male",0,36,0,0
"8263510",24,"Private","College","Married","Blue_Collar",21758.27,"Male",0,35,0,0
"8265285",30,"Private","College","Absent","Professional",169224.91,"Male",0,40,0,0
"8269839",29,"Government","HSgrad","Married","Service",16846.91,"Male",0,40,0,0
"8272164",42,"Consultant","Bachelor","Married","Service",39354.85,"Male",0,48,0,0
"8273606",26,"Private","College","Absent","Blue_Collar",84616.57,"Female",0,15,0,0
"8275416",43,"Private","Pre_HS","Unmarried","Service",121900.47,"Female",0,40,0,0
"8279749",26,"Private","Pre_HS","Absent","Service",41447.11,"Male",0,40,0,0
"8281011",40,"Private","HSgrad","Married","Blue_Collar",30124.74,"Male",0,40,0,1
"8281511",59,"Consultant","Bachelor","Married","Blue_Collar",27530.79,"Male",0,40,2259,1
"8281694",26,"Private","Bachelor","Absent","Professional",51172.07,"Female",0,40,0,0
"8284352",47,"SelfEmp_Other","Bachelor","Married","Other_Unknown",36169.71,"Male",0,36,1811,1
"8285879",32,"Private","HSgrad","Unmarried","White_Collar",163076.41,"Female",0,40,0,0
"8285944",27,"Consultant","HSgrad","Absent","Blue_Collar",117719.17,"Male",0,80,0,0
"8295608",38,"Government","HSgrad","Married","Service",59260.14,"Male",0,20,0,0
"8297586",49,"Private","Bachelor","Married","White_Collar",40329.54,"Male",1977,40,6496,1
"8299017",41,"Private","HSgrad","Divorced","Blue_Collar",122514.84,"Male",1559.333333,40,0,0
"8299276",23,"Private","Bachelor","Absent","White_Collar",191114.32,"Male",0,40,0,0
"8304027",28,"Private","Pre_HS","Widowed","White_Collar",190439.04,"Female",1492,35,0,0
"8304788",36,"Private","HSgrad","Married","Service",32859.42,"Male",0,40,0,0
"8310034",24,"Private","Bachelor","Absent","White_Collar",142422.3,"Male",0,40,0,0
